request_number,username,created_at,body
R-20251107-7512,operator,2025-12-05 16:24:06,Проверка герметичности системы.
R-20251107-7512,operator5,2025-11-07 18:24:06,Тестирование всех режимов работы.
R-20250731-4946,specialist,2025-08-07 09:13:06,Требуется заказ комплектующих.
R-20250731-4946,specialist3,2025-08-24 13:13:06,Заменен датчик температуры.
R-20250731-4946,operator2,2025-08-23 05:13:06,Заменен датчик температуры.
R-20251021-1713,specialist8,2025-11-13 14:12:06,Проверка герметичности системы.
R-20251021-1713,operator3,2025-11-07 14:12:06,Проверка герметичности системы.
R-20251021-1713,specialist9,2025-11-14 10:12:06,Заменен датчик температуры.
R-20251021-1713,operator1,2025-11-10 10:12:06,Выполнена профилактическая чистка.
R-20251021-1713,operator2,2025-11-03 10:12:06,Заменен датчик температуры.
R-20250731-4628,specialist7,2025-08-24 22:27:06,Ожидаем поставку запчастей.
R-20250731-4628,specialist1,2025-08-11 04:27:06,Ожидаем поставку запчастей.
R-20250731-4628,specialist7,2025-08-23 00:27:06,Заменен компрессор.
R-20250731-4628,operator1,2025-08-07 04:27:06,Установлена новая плата управления.
R-20250731-4628,specialist4,2025-08-12 02:27:06,Проверка герметичности системы.
R-20251122-6304,operator1,2025-11-27 15:58:06,Выполнена профилактическая чистка.
R-20251120-4697,specialist5,2025-12-12 20:47:06,Заправка фреоном выполнена. Проверка работы.
R-20251120-4697,specialist9,2025-11-24 16:47:06,Проверка электрики - все в норме.
R-20251120-4697,specialist6,2025-11-25 16:47:06,Требуется заказ комплектующих.
R-20251031-3739,specialist9,2025-11-06 17:20:06,Заменен датчик температуры.
R-20251031-3739,operator2,2025-11-21 19:20:06,"Ремонт завершен, требуется проверка клиентом."
R-20251031-3739,specialist10,2025-11-03 22:20:06,Ожидаем поставку запчастей.
R-20250819-9721,specialist7,2025-09-08 03:07:06,Заправка фреоном выполнена. Проверка работы.
R-20250819-9721,specialist3,2025-09-15 02:07:06,Заправка фреоном выполнена. Проверка работы.
R-20250819-9721,operator5,2025-09-10 01:07:06,Проверка герметичности системы.
R-20250819-9721,specialist7,2025-08-22 22:07:06,Выполнена профилактическая чистка.
R-20251031-7732,specialist7,2025-11-03 08:31:06,Тестирование всех режимов работы.
R-20251031-7732,specialist9,2025-11-11 06:31:06,Ожидаем поставку запчастей.
R-20251031-7732,specialist10,2025-11-26 06:31:06,Выполнена профилактическая чистка.
R-20251031-7732,operator,2025-10-31 00:31:06,Заправка фреоном выполнена. Проверка работы.
R-20250722-6357,specialist8,2025-08-21 15:35:06,Заменен датчик температуры.
R-20250722-6357,operator4,2025-08-16 11:35:06,Проверка герметичности системы.
R-20250722-6357,specialist,2025-08-12 09:35:06,Проверка электрики - все в норме.
R-20251125-8433,specialist8,2025-12-06 12:40:06,Тестирование всех режимов работы.
R-20251125-8433,operator3,2025-12-19 10:40:06,Настройка параметров работы.
R-20251125-8433,specialist7,2025-12-04 12:40:06,"Ремонт завершен, требуется проверка клиентом."
R-20251125-8433,specialist10,2025-12-19 13:40:06,Заменен датчик температуры.
R-20251125-8433,specialist2,2025-12-20 11:40:06,Проверка герметичности системы.
R-20250703-5711,specialist3,2025-07-23 15:35:06,Заменен датчик температуры.
R-20250703-5711,specialist3,2025-07-11 17:35:06,Ожидаем поставку запчастей.
R-20250703-5711,specialist3,2025-07-27 18:35:06,Настройка параметров работы.
R-20250703-5711,specialist5,2025-08-01 18:35:06,Выполнена профилактическая чистка.
R-20251021-1899,specialist10,2025-11-20 01:05:06,Проверка электрики - все в норме.
R-20251021-1899,operator1,2025-11-08 03:05:06,Установлена новая плата управления.
R-20251021-1899,operator5,2025-11-04 04:05:06,Выполнена профилактическая чистка.
R-20251021-1899,operator2,2025-10-29 02:05:06,Заправка фреоном выполнена. Проверка работы.
R-20250625-9034,specialist2,2025-07-01 09:43:06,Выполнена профилактическая чистка.
R-20250625-9034,operator,2025-07-20 09:43:06,Провел диагностику. Требуется замена детали.
R-20250625-9034,specialist4,2025-07-03 07:43:06,Проверка герметичности системы.
R-20250625-9034,specialist5,2025-07-22 11:43:06,"Ремонт завершен, требуется проверка клиентом."
R-20251219-1349,specialist5,2025-12-24 01:34:06,Провел диагностику. Требуется замена детали.
R-20251219-1349,specialist8,2026-01-03 03:34:06,"Ремонт завершен, требуется проверка клиентом."
R-20251219-1349,operator,2026-01-17 22:34:06,Заменен датчик температуры.
R-20250803-1409,operator3,2025-08-18 01:14:06,Заменен компрессор.
R-20250803-1409,specialist10,2025-08-12 00:14:06,Проверка герметичности системы.
R-20250819-5014,operator3,2025-08-24 22:32:06,Заменен компрессор.
R-20250730-9965,specialist7,2025-08-13 16:14:06,Заправка фреоном выполнена. Проверка работы.
R-20250730-9965,operator1,2025-08-25 21:14:06,Тестирование всех режимов работы.
R-20250730-9965,operator4,2025-08-29 16:14:06,Заменен компрессор.
R-20250730-9965,operator5,2025-08-02 19:14:06,Проверка электрики - все в норме.
R-20250730-9965,specialist1,2025-08-23 17:14:06,Требуется заказ комплектующих.
R-20250817-2113,operator4,2025-09-02 14:43:06,Проверка электрики - все в норме.
R-20250817-2113,specialist7,2025-09-13 14:43:06,Требуется заказ комплектующих.
R-20250811-1673,specialist7,2025-09-07 15:13:06,Заменен компрессор.
R-20250811-1673,specialist1,2025-08-19 18:13:06,Заправка фреоном выполнена. Проверка работы.
R-20251107-6176,specialist10,2025-11-15 22:16:06,Заменен компрессор.
R-20251107-6176,specialist7,2025-12-04 22:16:06,Установлена новая плата управления.
R-20251107-6176,specialist1,2025-11-28 18:16:06,Установлена новая плата управления.
R-20251107-6176,operator1,2025-11-28 18:16:06,Настройка параметров работы.
R-20250826-4068,specialist3,2025-08-27 20:31:06,"Ремонт завершен, требуется проверка клиентом."
R-20250826-4068,operator2,2025-09-17 15:31:06,Заменен датчик температуры.
R-20250821-1507,specialist,2025-09-14 17:43:06,Ожидаем поставку запчастей.
R-20250821-1507,specialist4,2025-09-16 16:43:06,Установлена новая плата управления.
R-20250821-1507,specialist6,2025-09-19 13:43:06,Тестирование всех режимов работы.
R-20250821-1507,specialist9,2025-08-30 18:43:06,Выполнена профилактическая чистка.
R-20250921-8373,operator2,2025-10-10 04:48:06,Требуется заказ комплектующих.
R-20250921-8373,operator,2025-09-23 23:48:06,Заправка фреоном выполнена. Проверка работы.
R-20250921-8373,operator3,2025-10-22 00:48:06,"Ремонт завершен, требуется проверка клиентом."
R-20250822-1301,operator4,2025-09-06 23:51:06,Тестирование всех режимов работы.
R-20250822-1301,operator5,2025-09-02 21:51:06,Провел диагностику. Требуется замена детали.
R-20250822-1301,specialist5,2025-09-19 23:51:06,Заправка фреоном выполнена. Проверка работы.
R-20250822-1301,specialist7,2025-08-28 20:51:06,Тестирование всех режимов работы.
R-20250822-1301,specialist10,2025-09-19 23:51:06,Заправка фреоном выполнена. Проверка работы.
R-20250627-8209,specialist10,2025-07-14 04:33:06,Заменен компрессор.
R-20250627-8209,operator4,2025-07-17 04:33:06,Настройка параметров работы.
R-20250909-1807,specialist9,2025-09-29 16:33:06,Очистка фильтров выполнена.
R-20251030-9842,specialist7,2025-11-14 09:49:06,Заменен датчик температуры.
R-20251030-9842,specialist4,2025-11-10 05:49:06,Ожидаем поставку запчастей.
R-20251115-8709,specialist10,2025-11-17 09:02:06,Тестирование всех режимов работы.
R-20250910-1255,specialist2,2025-09-25 13:07:06,Заменен компрессор.
R-20250910-1255,operator1,2025-10-06 11:07:06,Настройка параметров работы.
R-20250910-1255,specialist1,2025-10-10 10:07:06,Тестирование всех режимов работы.
R-20250910-1255,operator1,2025-09-27 10:07:06,Заменен компрессор.
R-20250910-1255,specialist1,2025-09-24 10:07:06,Заменен компрессор.
R-20250718-6634,specialist,2025-07-19 05:02:06,Проверка герметичности системы.
R-20250718-6634,specialist2,2025-08-15 03:02:06,"Ремонт завершен, требуется проверка клиентом."
R-20250816-3884,specialist3,2025-09-08 17:20:06,Настройка параметров работы.
R-20250816-3884,specialist,2025-09-12 20:20:06,Провел диагностику. Требуется замена детали.
R-20250816-3884,specialist4,2025-08-29 22:20:06,Настройка параметров работы.
R-20250816-3884,specialist9,2025-08-20 22:20:06,Тестирование всех режимов работы.
R-20250816-3884,operator,2025-08-26 22:20:06,Заменен компрессор.
R-20251014-2818,specialist4,2025-11-03 07:05:06,Заправка фреоном выполнена. Проверка работы.
R-20251014-2818,operator4,2025-10-29 09:05:06,Тестирование всех режимов работы.
R-20251014-2818,operator1,2025-10-29 11:05:06,Провел диагностику. Требуется замена детали.
R-20251014-2818,operator3,2025-10-25 09:05:06,"Ремонт завершен, требуется проверка клиентом."
R-20250720-3810,operator5,2025-08-01 00:47:06,Настройка параметров работы.
R-20250720-3810,specialist4,2025-08-19 20:47:06,Калибровка датчиков выполнена.
R-20251004-7654,specialist3,2025-10-23 07:01:06,Требуется заказ комплектующих.
R-20250622-0382,specialist3,2025-07-15 02:31:06,Заправка фреоном выполнена. Проверка работы.
R-20250622-0382,specialist,2025-07-01 10:31:06,Очистка фильтров выполнена.
R-20250622-0382,specialist7,2025-07-05 05:31:06,Заменен компрессор.
R-20250630-6892,specialist10,2025-07-25 20:07:06,Очистка фильтров выполнена.
R-20250630-6892,specialist,2025-07-04 20:07:06,Очистка фильтров выполнена.
R-20250630-6892,specialist2,2025-07-22 01:07:06,Заменен датчик температуры.
R-20250630-6892,specialist9,2025-07-26 01:07:06,"Ремонт завершен, требуется проверка клиентом."
R-20250630-6892,specialist7,2025-07-05 23:07:06,Заменен датчик температуры.
R-20251019-7479,operator3,2025-10-27 14:03:06,Заменен компрессор.
R-20250712-2046,operator5,2025-07-21 02:04:06,Заменен датчик температуры.
R-20250712-2046,operator3,2025-08-07 04:04:06,Проверка герметичности системы.
R-20250712-2046,specialist3,2025-07-30 05:04:06,Заправка фреоном выполнена. Проверка работы.
R-20250806-9543,operator1,2025-08-14 09:14:06,Заменен датчик температуры.
R-20250806-9543,specialist4,2025-08-17 09:14:06,Настройка параметров работы.
R-20251116-5149,specialist6,2025-12-03 04:19:06,Требуется заказ комплектующих.
R-20251116-5149,specialist6,2025-12-12 04:19:06,"Ремонт завершен, требуется проверка клиентом."
R-20250803-3649,operator5,2025-08-07 15:39:06,Проверка герметичности системы.
R-20250803-3649,operator3,2025-08-23 09:39:06,Проверка герметичности системы.
R-20251002-2156,specialist10,2025-10-31 23:18:06,Тестирование всех режимов работы.
R-20251002-2156,specialist8,2025-10-09 01:18:06,Проверка герметичности системы.
R-20251002-2156,operator2,2025-10-29 01:18:06,Настройка параметров работы.
R-20251011-0591,specialist7,2025-10-18 15:26:06,Калибровка датчиков выполнена.
R-20251011-0591,specialist4,2025-10-27 12:26:06,Заправка фреоном выполнена. Проверка работы.
R-20251011-0591,operator1,2025-11-07 12:26:06,Ожидаем поставку запчастей.
R-20251011-0591,specialist10,2025-10-30 07:26:06,Заправка фреоном выполнена. Проверка работы.
R-20251014-8361,operator1,2025-10-19 08:29:06,Заменен датчик температуры.
R-20251014-8361,specialist3,2025-10-21 16:29:06,Требуется заказ комплектующих.
R-20251014-8361,specialist8,2025-10-29 14:29:06,Требуется заказ комплектующих.
R-20251014-8361,specialist6,2025-10-26 13:29:06,Выполнена профилактическая чистка.
R-20250830-3552,specialist8,2025-09-12 00:17:06,"Ремонт завершен, требуется проверка клиентом."
R-20250830-3552,specialist2,2025-09-26 19:17:06,Выполнена профилактическая чистка.
R-20250830-3552,specialist7,2025-09-23 00:17:06,Заменен датчик температуры.
R-20251018-0607,specialist7,2025-10-24 10:17:06,Проверка электрики - все в норме.
R-20251018-0607,specialist2,2025-11-07 13:17:06,Требуется заказ комплектующих.
R-20251018-0607,specialist4,2025-10-29 13:17:06,Заправка фреоном выполнена. Проверка работы.
R-20251018-0607,operator4,2025-11-06 06:17:06,Проверка герметичности системы.
R-20251103-0452,specialist4,2025-11-10 19:42:06,Тестирование всех режимов работы.
R-20251103-0452,operator,2025-11-27 22:42:06,Очистка фильтров выполнена.
R-20251103-0452,specialist8,2025-12-03 02:42:06,Тестирование всех режимов работы.
R-20251103-0452,specialist4,2025-11-28 00:42:06,Ожидаем поставку запчастей.
R-20251205-4340,specialist6,2025-12-16 18:19:06,Провел диагностику. Требуется замена детали.
R-20251205-4340,specialist1,2025-12-09 19:19:06,"Ремонт завершен, требуется проверка клиентом."
R-20251205-4340,specialist9,2025-12-05 16:19:06,Проверка герметичности системы.
R-20250816-4182,specialist10,2025-09-13 17:20:06,Настройка параметров работы.
R-20250816-4182,operator5,2025-09-15 21:20:06,Калибровка датчиков выполнена.
R-20250816-4182,specialist7,2025-09-10 21:20:06,Требуется заказ комплектующих.
R-20250816-4182,specialist2,2025-08-16 23:20:06,"Ремонт завершен, требуется проверка клиентом."
R-20250816-4182,specialist2,2025-09-15 23:20:06,Установлена новая плата управления.
R-20251024-6293,specialist10,2025-11-14 20:08:06,Очистка фильтров выполнена.
R-20251024-6293,specialist8,2025-11-02 16:08:06,Очистка фильтров выполнена.
R-20251024-6293,operator,2025-11-03 23:08:06,Заменен компрессор.
R-20250924-1324,specialist4,2025-10-01 18:30:06,Требуется заказ комплектующих.
R-20250924-1324,operator1,2025-10-20 22:30:06,Требуется заказ комплектующих.
R-20250924-1324,specialist,2025-10-10 23:30:06,Заменен компрессор.
R-20250707-0758,operator2,2025-07-20 20:31:06,Заменен датчик температуры.
R-20250926-6487,specialist9,2025-10-14 03:05:06,Тестирование всех режимов работы.
R-20250926-6487,specialist1,2025-10-03 23:05:06,Заменен компрессор.
R-20251022-9802,specialist9,2025-11-01 19:35:06,Требуется заказ комплектующих.
R-20251022-9802,specialist3,2025-10-25 20:35:06,"Ремонт завершен, требуется проверка клиентом."
R-20251022-9802,specialist,2025-11-19 14:35:06,Провел диагностику. Требуется замена детали.
R-20251109-0096,operator1,2025-11-29 22:57:06,Заправка фреоном выполнена. Проверка работы.
R-20251109-0096,operator5,2025-11-25 22:57:06,Заправка фреоном выполнена. Проверка работы.
R-20251109-0096,specialist4,2025-11-09 19:57:06,Проверка герметичности системы.
R-20251109-0096,specialist7,2025-11-22 21:57:06,"Ремонт завершен, требуется проверка клиентом."
R-20250725-7299,specialist3,2025-08-07 08:05:06,Требуется заказ комплектующих.
R-20250725-7299,operator3,2025-08-12 06:05:06,Калибровка датчиков выполнена.
R-20250725-7299,specialist7,2025-07-27 09:05:06,"Ремонт завершен, требуется проверка клиентом."
R-20250725-7299,operator,2025-08-02 08:05:06,Выполнена профилактическая чистка.
R-20250701-8470,specialist10,2025-07-07 09:24:06,Заменен компрессор.
R-20250701-8470,specialist7,2025-07-06 03:24:06,Тестирование всех режимов работы.
R-20250701-8470,operator4,2025-07-22 01:24:06,Настройка параметров работы.
R-20250717-6892,specialist8,2025-08-13 06:49:06,Установлена новая плата управления.
R-20251210-5014,operator,2025-12-25 01:59:06,Проверка электрики - все в норме.
R-20251210-5014,specialist2,2026-01-10 01:59:06,Заменен компрессор.
R-20251115-6731,specialist1,2025-12-02 21:34:06,Заправка фреоном выполнена. Проверка работы.
R-20251115-6731,specialist8,2025-12-09 05:34:06,Очистка фильтров выполнена.
R-20251115-6731,specialist,2025-12-13 02:34:06,Заменен датчик температуры.
R-20251115-6731,specialist6,2025-11-24 04:34:06,Провел диагностику. Требуется замена детали.
R-20251115-6731,operator1,2025-12-10 02:34:06,Заменен компрессор.
R-20250715-9573,specialist2,2025-08-04 10:09:06,Выполнена профилактическая чистка.
R-20250715-9573,specialist6,2025-08-03 09:09:06,Тестирование всех режимов работы.
R-20250715-9573,specialist9,2025-08-09 08:09:06,Выполнена профилактическая чистка.
R-20251022-8667,specialist,2025-10-23 04:58:06,Установлена новая плата управления.
R-20250816-4856,operator2,2025-09-01 05:15:06,Настройка параметров работы.
R-20250816-4856,operator2,2025-08-16 02:15:06,Тестирование всех режимов работы.
R-20250816-4856,specialist2,2025-08-18 08:15:06,Калибровка датчиков выполнена.
R-20251105-6079,operator2,2025-12-01 21:14:06,"Ремонт завершен, требуется проверка клиентом."
R-20251105-6079,specialist9,2025-11-13 13:14:06,"Ремонт завершен, требуется проверка клиентом."
R-20251105-6079,operator3,2025-11-30 17:14:06,Ожидаем поставку запчастей.
R-20251105-6079,specialist7,2025-12-04 20:14:06,"Ремонт завершен, требуется проверка клиентом."
R-20250630-9581,specialist2,2025-07-08 19:56:06,Ожидаем поставку запчастей.
R-20250802-4568,operator2,2025-08-22 10:13:06,Тестирование всех режимов работы.
R-20250802-4568,specialist10,2025-08-20 07:13:06,Калибровка датчиков выполнена.
R-20251122-1383,operator4,2025-11-25 16:09:06,Заменен компрессор.
R-20251122-1383,specialist2,2025-12-17 18:09:06,Калибровка датчиков выполнена.
R-20250711-5063,specialist6,2025-07-16 08:33:06,Заменен датчик температуры.
R-20250711-5063,specialist2,2025-07-23 05:33:06,Настройка параметров работы.
R-20250711-5063,specialist2,2025-07-28 08:33:06,Заправка фреоном выполнена. Проверка работы.
R-20251013-2876,specialist9,2025-10-30 00:41:06,Очистка фильтров выполнена.
R-20251013-2876,specialist8,2025-11-01 21:41:06,Выполнена профилактическая чистка.
R-20251013-2876,specialist9,2025-10-19 01:41:06,Калибровка датчиков выполнена.
R-20251105-7883,operator5,2025-11-08 06:18:06,Требуется заказ комплектующих.
R-20251105-7883,specialist5,2025-11-19 11:18:06,Выполнена профилактическая чистка.
R-20251105-7883,operator3,2025-11-12 08:18:06,Настройка параметров работы.
R-20250911-8615,specialist6,2025-09-15 08:40:06,Тестирование всех режимов работы.
R-20250911-8615,operator3,2025-09-14 09:40:06,Заменен компрессор.
R-20250911-8615,specialist7,2025-09-23 09:40:06,Заменен компрессор.
R-20250911-8615,operator1,2025-10-08 04:40:06,Заменен компрессор.
R-20250911-8615,specialist3,2025-09-30 08:40:06,Провел диагностику. Требуется замена детали.
R-20250822-6041,specialist9,2025-09-08 00:13:06,Заправка фреоном выполнена. Проверка работы.
R-20250822-6041,specialist1,2025-09-14 07:13:06,Заправка фреоном выполнена. Проверка работы.
R-20250822-6041,specialist3,2025-08-23 04:13:06,Провел диагностику. Требуется замена детали.
R-20250822-6041,specialist6,2025-09-07 05:13:06,Требуется заказ комплектующих.
R-20250719-1760,operator1,2025-08-11 10:36:06,Калибровка датчиков выполнена.
R-20250719-1760,specialist3,2025-08-08 12:36:06,Тестирование всех режимов работы.
R-20250719-1760,operator4,2025-07-19 13:36:06,Заправка фреоном выполнена. Проверка работы.
R-20250719-1760,operator3,2025-08-13 16:36:06,Ожидаем поставку запчастей.
R-20250719-1760,specialist2,2025-08-12 09:36:06,Проверка герметичности системы.
R-20251212-5979,operator,2025-12-18 11:29:06,Настройка параметров работы.
R-20251212-5979,operator1,2025-12-12 13:29:06,Требуется заказ комплектующих.
R-20251212-5979,specialist5,2026-01-05 14:29:06,Калибровка датчиков выполнена.
R-20251212-5979,specialist3,2025-12-15 13:29:06,Выполнена профилактическая чистка.
R-20250803-7973,specialist5,2025-08-28 12:52:06,Проверка электрики - все в норме.
R-20250920-9735,specialist1,2025-09-26 21:16:06,Заменен датчик температуры.
R-20250920-9735,specialist3,2025-10-20 15:16:06,Тестирование всех режимов работы.
R-20250920-9735,specialist6,2025-10-02 17:16:06,Проверка герметичности системы.
R-20250920-9735,specialist10,2025-09-30 21:16:06,Заменен компрессор.
R-20250803-2926,operator,2025-09-02 14:39:06,Ожидаем поставку запчастей.
R-20250803-2926,specialist9,2025-08-10 15:39:06,Проверка электрики - все в норме.
R-20250803-2926,specialist,2025-09-01 14:39:06,Ожидаем поставку запчастей.
R-20251219-4843,specialist10,2025-12-21 16:13:06,Ожидаем поставку запчастей.
R-20251219-4843,specialist9,2025-12-22 22:13:06,Проверка герметичности системы.
R-20251217-9330,operator,2025-12-24 08:49:06,Провел диагностику. Требуется замена детали.
R-20251217-9330,operator1,2026-01-11 05:49:06,Очистка фильтров выполнена.
R-20251217-9330,specialist3,2026-01-16 09:49:06,Проверка герметичности системы.
R-20250805-0615,specialist2,2025-08-09 14:38:06,"Ремонт завершен, требуется проверка клиентом."
R-20251030-4077,specialist1,2025-11-02 15:29:06,Калибровка датчиков выполнена.
R-20251030-4077,specialist7,2025-11-21 17:29:06,Проверка герметичности системы.
R-20251030-4077,operator,2025-11-02 16:29:06,Провел диагностику. Требуется замена детали.
R-20251030-4077,specialist6,2025-11-25 14:29:06,Ожидаем поставку запчастей.
R-20250703-4636,operator1,2025-07-16 18:46:06,Провел диагностику. Требуется замена детали.
R-20250808-3328,specialist,2025-08-18 06:03:06,Заправка фреоном выполнена. Проверка работы.
R-20250808-3328,specialist3,2025-08-18 09:03:06,Провел диагностику. Требуется замена детали.
R-20250808-3328,specialist2,2025-08-25 10:03:06,Заправка фреоном выполнена. Проверка работы.
R-20250808-3328,specialist2,2025-09-02 06:03:06,Провел диагностику. Требуется замена детали.
R-20250808-3328,specialist10,2025-09-06 05:03:06,Заменен компрессор.
R-20250628-4026,specialist5,2025-07-22 20:16:06,"Ремонт завершен, требуется проверка клиентом."
R-20250628-4026,operator1,2025-07-21 21:16:06,Очистка фильтров выполнена.
R-20250925-5357,specialist4,2025-10-23 08:37:06,Проверка герметичности системы.
R-20250925-5357,specialist7,2025-10-19 09:37:06,Очистка фильтров выполнена.
R-20250925-5357,specialist5,2025-10-04 05:37:06,Заправка фреоном выполнена. Проверка работы.
R-20250925-5357,operator5,2025-10-08 10:37:06,Заменен датчик температуры.
R-20250925-5357,operator4,2025-10-08 08:37:06,Проверка герметичности системы.
R-20250627-9192,specialist9,2025-07-04 12:53:06,Проверка герметичности системы.
R-20250627-9192,specialist7,2025-07-17 10:53:06,Настройка параметров работы.
R-20250627-9192,operator5,2025-07-01 11:53:06,Установлена новая плата управления.
R-20250627-9192,specialist4,2025-07-21 06:53:06,Ожидаем поставку запчастей.
R-20250627-9192,specialist3,2025-07-03 09:53:06,Тестирование всех режимов работы.
R-20251005-2509,specialist4,2025-10-29 04:03:06,Проверка герметичности системы.
R-20251111-2545,operator5,2025-12-09 02:04:06,Настройка параметров работы.
R-20251111-2545,operator5,2025-11-22 04:04:06,Выполнена профилактическая чистка.
R-20250824-5334,specialist9,2025-09-07 13:51:06,Заменен компрессор.
R-20250906-6926,specialist1,2025-09-17 03:35:06,Очистка фильтров выполнена.
R-20250906-6926,specialist,2025-10-05 03:35:06,Требуется заказ комплектующих.
R-20250906-6926,specialist,2025-09-08 02:35:06,"Ремонт завершен, требуется проверка клиентом."
R-20250906-6926,specialist4,2025-10-01 03:35:06,Заменен датчик температуры.
R-20250720-5830,operator1,2025-08-05 19:28:06,Заменен датчик температуры.
R-20250720-5830,operator1,2025-07-22 19:28:06,Требуется заказ комплектующих.
R-20251101-6794,specialist3,2025-11-10 10:24:06,Выполнена профилактическая чистка.
R-20251101-6794,specialist1,2025-11-17 06:24:06,Проверка герметичности системы.
R-20250821-0239,operator3,2025-09-09 07:07:06,Выполнена профилактическая чистка.
R-20250821-0239,specialist8,2025-09-04 03:07:06,Настройка параметров работы.
R-20250821-0239,specialist7,2025-09-09 07:07:06,Тестирование всех режимов работы.
R-20250821-0239,specialist2,2025-08-25 05:07:06,Проверка герметичности системы.
R-20250821-0239,specialist10,2025-09-09 04:07:06,Ожидаем поставку запчастей.
R-20251125-9615,specialist7,2025-12-15 12:17:06,Заменен датчик температуры.
R-20251125-9615,operator5,2025-12-09 12:17:06,Проверка герметичности системы.
R-20251125-9615,specialist6,2025-12-25 12:17:06,Установлена новая плата управления.
R-20250703-8844,specialist1,2025-07-04 23:23:06,Выполнена профилактическая чистка.
R-20250703-8844,specialist5,2025-07-13 00:23:06,Выполнена профилактическая чистка.
R-20250703-8844,specialist9,2025-07-20 04:23:06,Калибровка датчиков выполнена.
R-20250703-8844,specialist6,2025-07-08 22:23:06,Заменен датчик температуры.
R-20250703-8844,specialist3,2025-07-25 03:23:06,Заменен компрессор.
R-20250708-1836,specialist3,2025-08-01 23:08:06,Требуется заказ комплектующих.
R-20250806-2932,specialist1,2025-09-05 04:19:06,Установлена новая плата управления.
R-20250806-2932,specialist10,2025-08-18 00:19:06,Заменен датчик температуры.
R-20251205-4096,specialist8,2025-12-11 18:52:06,Проверка герметичности системы.
R-20251205-4096,specialist7,2026-01-03 19:52:06,Проверка герметичности системы.
R-20251205-4096,operator4,2025-12-20 16:52:06,Ожидаем поставку запчастей.
R-20251205-4096,operator,2025-12-22 20:52:06,Заправка фреоном выполнена. Проверка работы.
R-20251205-4096,specialist7,2025-12-29 19:52:06,Заменен датчик температуры.
R-20250728-0716,specialist2,2025-08-02 14:54:06,Проверка электрики - все в норме.
R-20250728-0716,specialist3,2025-08-13 11:54:06,Требуется заказ комплектующих.
R-20251110-8813,operator1,2025-11-18 08:25:06,Заправка фреоном выполнена. Проверка работы.
R-20251110-8813,specialist,2025-12-02 08:25:06,Настройка параметров работы.
R-20251110-8813,operator1,2025-12-06 06:25:06,Проверка электрики - все в норме.
R-20251110-8813,operator2,2025-11-21 11:25:06,Установлена новая плата управления.
R-20251110-8813,specialist10,2025-12-08 14:25:06,Тестирование всех режимов работы.
R-20250803-1395,specialist9,2025-08-21 13:26:06,Установлена новая плата управления.
R-20250803-1395,operator4,2025-08-15 14:26:06,Ожидаем поставку запчастей.
R-20250803-1395,specialist6,2025-08-15 06:26:06,Ожидаем поставку запчастей.
R-20251125-4221,specialist1,2025-12-06 19:26:06,Заменен компрессор.
R-20251125-4221,specialist4,2025-12-15 19:26:06,Требуется заказ комплектующих.
R-20251125-4221,specialist7,2025-12-05 16:26:06,Выполнена профилактическая чистка.
R-20251109-1119,specialist1,2025-11-21 19:24:06,Очистка фильтров выполнена.
R-20251109-1119,specialist9,2025-11-19 15:24:06,Калибровка датчиков выполнена.
R-20251109-1119,specialist1,2025-11-29 16:24:06,Настройка параметров работы.
R-20251109-1119,specialist,2025-11-21 18:24:06,Тестирование всех режимов работы.
R-20251030-6793,operator,2025-11-10 04:26:06,Провел диагностику. Требуется замена детали.
R-20251030-6793,specialist6,2025-11-26 05:26:06,Требуется заказ комплектующих.
R-20251030-6793,specialist4,2025-11-30 00:26:06,Требуется заказ комплектующих.
R-20251030-6793,specialist7,2025-11-07 02:26:06,Провел диагностику. Требуется замена детали.
R-20250717-0147,specialist5,2025-08-01 11:56:06,Очистка фильтров выполнена.
R-20250717-0147,specialist2,2025-08-13 16:56:06,Заправка фреоном выполнена. Проверка работы.
R-20251205-3197,operator1,2025-12-20 07:49:06,Заменен датчик температуры.
R-20251205-3197,operator4,2025-12-11 04:49:06,Тестирование всех режимов работы.
R-20251205-3197,specialist3,2025-12-08 08:49:06,Требуется заказ комплектующих.
R-20251205-3197,operator3,2026-01-01 05:49:06,"Ремонт завершен, требуется проверка клиентом."
R-20251202-8783,specialist2,2025-12-18 01:32:06,Требуется заказ комплектующих.
R-20251202-8783,operator4,2025-12-26 23:32:06,Выполнена профилактическая чистка.
R-20251202-8783,specialist9,2025-12-12 00:32:06,Заменен датчик температуры.
R-20251202-8783,operator5,2025-12-16 00:32:06,Проверка герметичности системы.
R-20251121-9966,operator4,2025-12-19 09:51:06,Выполнена профилактическая чистка.
R-20250908-7363,specialist3,2025-09-19 20:53:06,Очистка фильтров выполнена.
R-20250908-7363,operator2,2025-09-29 23:53:06,Ожидаем поставку запчастей.
R-20250908-7363,specialist4,2025-09-30 01:53:06,Заменен компрессор.
R-20250908-7363,specialist,2025-09-15 01:53:06,Провел диагностику. Требуется замена детали.
R-20250908-7363,specialist5,2025-09-09 22:53:06,Заменен компрессор.
R-20250811-8501,specialist7,2025-08-16 07:08:06,Калибровка датчиков выполнена.
R-20251028-3446,specialist2,2025-11-08 05:17:06,Проверка электрики - все в норме.
R-20251028-3446,specialist7,2025-11-13 06:17:06,Настройка параметров работы.
R-20251028-3446,specialist6,2025-11-13 11:17:06,Проверка электрики - все в норме.
